,Category,Message
3621,0,i meant as an apology from me for texting you to get me drugs at ltgt at night
3622,0,that means from february to april ill be getting a place to stay down there so i dont have to hustle back and forth during audition season as i have since my sister moved away from harlem
3623,0,goin to workout lor muz lose e fats
3624,0,damn poor zac doesnt stand a chance
3625,0,no messageno responcewhat happend
3626,0,i want to tel u one thing u should not mistake me k this is the message that you sent
3627,0,yeah right ill bring my tape measure fri
3628,0,still chance there if you search hard you will get itlet have a try
3629,0,meeting u is my work tel me when shall i do my work tomorrow
3630,0,should i head straight there or what
3631,1,get the official england poly ringtone or colour flag on yer mobile for tonights game text tone or flag to optout txt eng stop box wwx £
3632,0,thank you princess you are so sexy
3633,0,oooh i got plenty of those
3634,0,hui xin is in da lib
3635,0,its a big difference ltgt versus ltgt every ltgt hrs
3636,0,its not that you make me cry its just that when all our stuff happens on top of everything else it pushes me over the edge you dont underdtand how often i cry over my sorry sorry life
3637,0,me babe i feel the same lets just get about itboth try cheer upnot fit soo muchxxlove u locaxx
3638,0,you know what hook up means right
3639,1,customer service announcement we recently tried to make a delivery to you but were unable to do so please call to reschedule ref
3640,0,wats da model num of ur phone
3641,0,hes really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes
3642,1,you can stop further club tones by replying stop mix see mytonecomenjoy html for terms club tones cost gbpweek mfl po box mk wt
3643,0,my house here e sky quite dark liao if raining then got excuse not run already rite hee
3644,0,sorry left phone upstairs ok might be hectic but would be all my birds with one fell swoop its a date
3645,0,thought i didnt see you
3646,1,wamma get laidwant real doggin locations sent direct to your mobile join the uks largest dogging network txt dogs to nownyt eca lp £msg
3647,0,carlos says we can pick up from him later so yeah were set
3648,0,hey babe my friend had to cancel still up for a visit
3649,0,as per your request maangalyam alaipayuthe has been set as your callertune for all callers press to copy your friends callertune
3650,0,hmm ill have to think about it ok youre forgiven d
3651,0,we are hoping to get away by from langport you still up for town tonight
3652,0,want to send me a virtual hug i need one
3653,0,probably not still going over some stuff here
3654,0,it has issues right now ill fix for her by tomorrow
3655,0,why i come in between you people
3656,0,senthil group company apnt pm
3657,0,oh really did you make it on air whats your talent
3658,0,studying but ill be free next weekend
3659,0,r u here yet im wearing blue shirt n black pants
3660,0,waiti will come out ltgt min
3661,0,i will reach ur home in ltgt minutes
3662,0,well then you have a great weekend
3663,0,what are you doing in langport sorry but ill probably be in bed by pm it sucks being ill at xmas when do you and gosri lanka
3664,0,frnd s not juz a wordnot merely a relationshipits a silent promise which says i will be with you wherevr whenevr forevr gudnyt dear
3665,0,huh also cannot then only how many mistakes
3666,0,ha u jus ate honey ar so sweet
3667,0,im turning off my phone my moms telling everyone i have cancer and my sister wont stop calling it hurts to talk cant put up with it see u when u get home love u
3668,0,honey sweetheart darling sexy buns sugar plum loverboy i miss you boytoy smacks your ass did you go to the gym too
3669,0,thanks for loving me so you rock
3670,0,yeah imma come over cause jay wants to do some drugs
3671,0,ok thanx take care then
3672,0,yup thk of u oso boring wat
3673,0,came to look at the flat seems ok in his s is away alot wiv work got woman coming at too
3674,0,moji just informed me that you saved our lives thanks
3675,1,you have won a nokia i this is what you get when you win our free auction to take part send nokia to now hgsuitelands rowwjhl
3676,0,whos this am in class
3677,0,hey r ü still online ive finished the formatting
3678,0,great so what attracts you to the brothas
3679,1,promotion number ur awarded a city break and could win a £ summer shopping spree every wk txt store to skilgme tscswinawkage £perwksub
3680,0,stupidits not possible
3681,0,i cant pick the phone right now pls send a message
3682,0,lol what happens in vegas stays in vegas
3683,0,hello hello hi lou sorry it took so long reply i left mobile at friends in lancaster just got it bak neway im sorry i couldnt make ur bday hun
3684,0,when did i use soc i use it only at home ü dunno how type it in word ar
3685,0,dad says hurry the hell up
3686,0,wake me up at ltgt am morning
3687,0,i get out of class in bsn in like ltgt minutes you know where advising is
3688,0,great i shoot big loads so get ready
3689,0,ill meet you in the lobby
3690,0,you still coming tonight
3691,0,what happen dear tell me
3692,0,sir i am waiting for your call once free please call me
3693,0,no i am not having not any movies in my laptop
3694,0,i was about to do it when i texted i finished a long time ago and showered and erything
3695,0,ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly love me xxx
3696,0,hello as per request from ltgt rs has been transfered to you
3697,0,i am in tirupur call you da
3698,1,you are a winner you have been specially selected to receive £ cash or a £ award speak to a live operator to claim call ampm cost p
3699,0,sbut he had some luck catches put down
3700,0,how i noe did ü specify da domain as nusstu ü still in sch
3701,0,ohi asked for fun hahatake care ü
3702,0,shall i get my pouch
3703,0,hey loverboy i love you i had to tell i look at your picture and ache to feel you between my legs fuck i want you i need you i crave you
3704,0,how is my boy no sweet words left for me this morning sighs how goes you day my love did you start your studying
3705,0,kent vale lor ü wait me there ar
3706,0,ok very good its all about making that money
3707,0,reading gud habit nan bari hudgi yorge pataistha ertini kano
3708,0,aight do you still want to get money
3709,1,free top ringtone sub to weekly ringtoneget st week freesend subpoly to per weekstop sms
3710,0,okok okthenwhats ur todays plan
3711,0,are you in town this is v important
3712,0,sorry pa i dont knw who ru pa
3713,0,wat u doing there
3714,0,if i not meeting ü all rite then ill go home lor if ü dun feel like comin its ok
3715,0,oh i will get paid the most outstanding one is for a commercial i did for hasbroin august they made us jump through so many hoops to get paid still not
3716,0,i am lateso call you tomorrow morningtake care sweet dreamsu and meummifyingbye
3717,0,networking technical support associate
3718,0,im gonna rip out my uterus
3719,0,cool do you like swimming i have a pool and jacuzzi at my house
3720,1,thanks for your ringtone order reference number x your mobile will be charged should your tone not arrive please call customer services from colourredtextcolourtxtstar
